travelCode,userCode,name,place,days,price,total,date,price_normalized
108250,1074,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-12-31,0.7411233820211377
108252,1074,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-01-14,0.7411233820211377
108255,1074,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-02-04,0.7411233820211377
108257,1074,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-02-18,0.0
108263,1074,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-04-01,0.7411233820211377
108265,1074,Hotel Au,Recife (Pe),3,312.83,938.49,2021-04-15,0.9992479119661163
108267,1074,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-04-29,0.7223607647547797
108276,1074,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-07-01,0.3115623639314412
108280,1074,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-07-29,0.0
108282,1074,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-08-12,0.5844515694889759
108285,1074,Hotel K,Salvador (Bh),1,263.41,263.41,2021-09-02,0.8036258559949333
108288,1074,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-09-23,0.9992479119661163
108292,1074,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2021-10-21,0.3115623639314412
108293,1074,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-10-28,0.3115623639314412
108294,1074,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-11-04,0.4180026125163283
108297,1074,Hotel Au,Recife (Pe),1,312.83,312.83,2021-11-25,0.9992479119661163
108298,1074,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-12-02,0.7223607647547797
108300,1074,Hotel K,Salvador (Bh),3,263.41,790.23,2021-12-16,0.8036258559949333
108302,1074,Hotel K,Salvador (Bh),2,263.41,526.82,2021-12-30,0.8036258559949333
108308,1074,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2022-02-10,0.3115623639314412
108309,1074,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-02-17,0.7411233820211377
108310,1074,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2022-02-24,0.3115623639314412
108311,1074,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-03-03,0.5844515694889759
108314,1074,Hotel K,Salvador (Bh),1,263.41,263.41,2022-03-24,0.8036258559949333
108315,1074,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2022-03-31,0.0
108316,1074,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-04-07,0.7223607647547797
108318,1074,Hotel Au,Recife (Pe),4,312.83,1251.32,2022-04-21,0.9992479119661163
108323,1074,Hotel Au,Recife (Pe),1,312.83,312.83,2022-05-26,0.9992479119661163
108324,1074,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-06-02,0.4180026125163283
108326,1074,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-06-16,0.5844515694889759
108327,1074,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2022-06-23,0.3115623639314412
108330,1074,Hotel K,Salvador (Bh),2,263.41,526.82,2022-07-14,0.8036258559949333
108333,1074,Hotel Bd,Natal (Rn),3,242.88,728.64,2022-08-04,0.7223607647547797
108340,1074,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-09-22,0.0
108348,1074,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-11-17,0.0
108349,1074,Hotel K,Salvador (Bh),4,263.41,1053.64,2022-11-24,0.8036258559949333
108353,1074,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-12-22,0.7223607647547797
108354,1074,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2022-12-29,0.0
108356,1076,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-09-26,0.4180026125163283
108357,1076,Hotel Bp,Brasilia (Df),1,247.62,247.62,2019-10-03,0.7411233820211377
108362,1076,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2019-11-07,0.0
108363,1076,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-11-14,0.4180026125163283
108367,1076,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-12-12,0.4180026125163283
108369,1076,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2019-12-26,0.0
108370,1076,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-01-02,0.7223607647547797
108371,1076,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-01-09,0.0
108381,1076,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-03-19,0.7223607647547797
108383,1076,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-04-02,0.8036258559949333
108385,1076,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-04-16,0.5844515694889759
108386,1076,Hotel Au,Recife (Pe),1,312.83,312.83,2020-04-23,0.9992479119661163
108390,1076,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-05-21,0.4180026125163283
108391,1076,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-05-28,0.7411233820211377
108392,1076,Hotel Au,Recife (Pe),1,312.83,312.83,2020-06-04,0.9992479119661163
108393,1076,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-06-11,0.4180026125163283
108395,1076,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-06-25,0.4180026125163283
108400,1076,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-07-30,0.8036258559949333
108402,1076,Hotel Au,Recife (Pe),1,312.83,312.83,2020-08-13,0.9992479119661163
108407,1076,Hotel K,Salvador (Bh),2,263.41,526.82,2020-09-17,0.8036258559949333
108408,1076,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-09-24,0.0
108409,1076,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-10-01,0.7411233820211377
108411,1076,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-10-15,0.5844515694889759
108418,1076,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-12-03,0.4180026125163283
108419,1076,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-12-10,0.0
108420,1076,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-12-17,0.7411233820211377
108426,1076,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-01-28,0.4180026125163283
108427,1076,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-02-04,0.7223607647547797
108431,1076,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-03-04,0.7411233820211377
108443,1076,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-05-27,0.7223607647547797
108445,1076,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-06-10,0.4180026125163283
108447,1076,Hotel K,Salvador (Bh),2,263.41,526.82,2021-06-24,0.8036258559949333
108450,1076,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-07-15,0.5844515694889759
108451,1076,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-07-22,0.9992479119661163
108454,1076,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-08-12,0.0
108461,1076,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-09-30,0.4180026125163283
108463,1076,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-10-14,0.7223607647547797
108467,1076,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-11-11,0.4180026125163283
108468,1076,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-11-18,0.4180026125163283
108474,1076,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-12-30,0.4180026125163283
108486,1076,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-03-24,0.0
108488,1076,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2022-04-07,0.4180026125163283
108491,1076,Hotel K,Salvador (Bh),4,263.41,1053.64,2022-04-28,0.8036258559949333
108492,1076,Hotel Au,Recife (Pe),2,312.83,625.66,2022-05-05,0.9992479119661163
108497,1076,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-06-09,0.5844515694889759
108502,1076,Hotel K,Salvador (Bh),3,263.41,790.23,2022-07-14,0.8036258559949333
108505,1076,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-08-04,0.0
108513,1077,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-10-24,0.4180026125163283
108514,1077,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2019-10-31,0.3115623639314412
108518,1077,Hotel Z,Aracaju (Se),4,208.04,832.16,2019-11-28,0.5844515694889759
108526,1077,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-01-23,0.7411233820211377
108531,1077,Hotel Au,Recife (Pe),3,312.83,938.49,2020-02-27,0.9992479119661163
108537,1077,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-04-09,0.7411233820211377
108546,1077,Hotel Au,Recife (Pe),2,312.83,625.66,2020-06-11,0.9992479119661163
108548,1077,Hotel K,Salvador (Bh),1,263.41,263.41,2020-06-25,0.8036258559949333
108549,1077,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-07-02,0.7411233820211377
108550,1077,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-07-09,0.0
108551,1077,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-07-16,0.7411233820211377
108553,1077,Hotel K,Salvador (Bh),2,263.41,526.82,2020-07-30,0.8036258559949333
108555,1077,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-08-13,0.8036258559949333
108562,1077,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-10-01,0.0
108565,1077,Hotel Au,Recife (Pe),2,312.83,625.66,2020-10-22,0.9992479119661163
108566,1077,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-10-29,0.4180026125163283
108569,1077,Hotel Au,Recife (Pe),2,312.83,625.66,2020-11-19,0.9992479119661163
108584,1077,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-03-04,0.0
108585,1077,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-03-11,0.7411233820211377
108587,1077,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-03-25,0.7223607647547797
108588,1077,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-04-01,0.3115623639314412
108595,1078,Hotel Z,Aracaju (Se),1,208.04,208.04,2019-10-10,0.5844515694889759
108598,1078,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-10-31,0.7411233820211377
108599,1078,Hotel Au,Recife (Pe),4,312.83,1251.32,2019-11-07,0.9992479119661163
108602,1078,Hotel Bp,Brasilia (Df),3,247.62,742.86,2019-11-28,0.7411233820211377
108608,1078,Hotel K,Salvador (Bh),3,263.41,790.23,2020-01-09,0.8036258559949333
108611,1078,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-01-30,0.7411233820211377
108613,1078,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-02-13,0.4180026125163283
108620,1078,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-04-02,0.7411233820211377
108622,1078,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-04-16,0.5844515694889759
108626,1078,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-05-14,0.9992479119661163
108627,1078,Hotel K,Salvador (Bh),1,263.41,263.41,2020-05-21,0.8036258559949333
108629,1078,Hotel K,Salvador (Bh),1,263.41,263.41,2020-06-04,0.8036258559949333
108632,1078,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-06-25,0.0
108636,1078,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-07-23,0.7411233820211377
108641,1078,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-08-27,0.7411233820211377
108644,1078,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-09-17,0.5844515694889759
108650,1078,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-10-29,0.7411233820211377
108651,1078,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-11-05,0.4180026125163283
108653,1078,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-11-19,0.3115623639314412
108655,1078,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-12-03,0.5844515694889759
108656,1078,Hotel K,Salvador (Bh),3,263.41,790.23,2020-12-10,0.8036258559949333
108658,1078,Hotel Au,Recife (Pe),1,312.83,312.83,2020-12-24,0.9992479119661163
108659,1078,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-12-31,0.4180026125163283
108662,1078,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-01-21,0.3115623639314412
108666,1078,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-02-18,0.7411233820211377
108667,1078,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-02-25,0.7411233820211377
108679,1078,Hotel Au,Recife (Pe),3,312.83,938.49,2021-05-20,0.9992479119661163
108682,1078,Hotel Au,Recife (Pe),1,312.83,312.83,2021-06-10,0.9992479119661163
108686,1078,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-07-08,0.0
108689,1078,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-07-29,0.0
108701,1078,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-10-21,0.7223607647547797
108703,1078,Hotel K,Salvador (Bh),1,263.41,263.41,2021-11-04,0.8036258559949333
108704,1078,Hotel K,Salvador (Bh),1,263.41,263.41,2021-11-11,0.8036258559949333
108706,1078,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-11-25,0.0
108707,1078,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-12-02,0.3115623639314412
108708,1078,Hotel Au,Recife (Pe),1,312.83,312.83,2021-12-09,0.9992479119661163
108709,1078,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-12-16,0.4180026125163283
108712,1078,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2022-01-06,0.3115623639314412
108717,1078,Hotel Au,Recife (Pe),2,312.83,625.66,2022-02-10,0.9992479119661163
108721,1078,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2022-03-10,0.0
108722,1078,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2022-03-17,0.0
108723,1078,Hotel Au,Recife (Pe),1,312.83,312.83,2022-03-24,0.9992479119661163
108724,1078,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-03-31,0.0
108726,1078,Hotel Z,Aracaju (Se),2,208.04,416.08,2022-04-14,0.5844515694889759
108727,1078,Hotel K,Salvador (Bh),1,263.41,263.41,2022-04-21,0.8036258559949333
108728,1078,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2022-04-28,0.0
108734,1078,Hotel Au,Recife (Pe),2,312.83,625.66,2022-06-09,0.9992479119661163
108737,1078,Hotel K,Salvador (Bh),1,263.41,263.41,2022-06-30,0.8036258559949333
108741,1078,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-07-28,0.0
108745,1078,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2022-08-25,0.4180026125163283
108754,1079,Hotel Bd,Natal (Rn),3,242.88,728.64,2019-10-24,0.7223607647547797
108758,1079,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2019-11-21,0.0
108759,1079,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-11-28,0.7411233820211377
108763,1079,Hotel K,Salvador (Bh),2,263.41,526.82,2019-12-26,0.8036258559949333
108764,1079,Hotel Au,Recife (Pe),2,312.83,625.66,2020-01-02,0.9992479119661163
108765,1079,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-01-09,0.7223607647547797
108767,1079,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-01-23,0.4180026125163283
108773,1079,Hotel Au,Recife (Pe),2,312.83,625.66,2020-03-05,0.9992479119661163
108776,1079,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-03-26,0.3115623639314412
108777,1079,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-04-02,0.7411233820211377
108779,1079,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-04-16,0.3115623639314412
108780,1079,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-04-23,0.3115623639314412
108787,1079,Hotel Au,Recife (Pe),1,312.83,312.83,2020-06-11,0.9992479119661163
108789,1079,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-06-25,0.5844515694889759
108790,1079,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-07-02,0.7223607647547797
108792,1079,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-07-16,0.7223607647547797
108793,1079,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-07-23,0.0
108796,1079,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-08-13,0.7223607647547797
108802,1079,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-09-24,0.7411233820211377
108803,1079,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-10-01,0.3115623639314412
108807,1079,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-10-29,0.7411233820211377
108817,1079,Hotel Bp,Brasilia (Df),2,247.62,495.24,2021-01-07,0.7411233820211377
108818,1079,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-01-14,0.7223607647547797
108825,1079,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-03-04,0.7411233820211377
108826,1079,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-03-11,0.8036258559949333
108827,1079,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-03-18,0.7411233820211377
108828,1079,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-03-25,0.7223607647547797
108831,1079,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-04-15,0.7411233820211377
108837,1079,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-05-27,0.9992479119661163
108840,1079,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-06-17,0.7411233820211377
108845,1079,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-07-22,0.0
108847,1079,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-08-05,0.5844515694889759
108852,1079,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-09-09,0.4180026125163283
108862,1079,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2021-11-18,0.0
108865,1079,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-12-09,0.7411233820211377
108868,1080,Hotel Au,Recife (Pe),1,312.83,312.83,2019-10-10,0.9992479119661163
108869,1080,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-10-17,0.7411233820211377
108873,1080,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2019-11-14,0.0
108878,1080,Hotel Au,Recife (Pe),1,312.83,312.83,2019-12-19,0.9992479119661163
108889,1080,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-03-05,0.7411233820211377
108898,1080,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-05-07,0.9992479119661163
108900,1080,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-05-21,0.7411233820211377
108903,1080,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-06-11,0.5844515694889759
108908,1080,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-07-16,0.0
108909,1080,Hotel Au,Recife (Pe),2,312.83,625.66,2020-07-23,0.9992479119661163
108910,1080,Hotel K,Salvador (Bh),3,263.41,790.23,2020-07-30,0.8036258559949333
108915,1080,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-09-03,0.4180026125163283
108919,1080,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-10-01,0.7411233820211377
108922,1080,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-10-22,0.4180026125163283
108925,1080,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-11-12,0.4180026125163283
108926,1080,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-11-19,0.0
108929,1080,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-12-10,0.9992479119661163
108932,1080,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-12-31,0.7223607647547797
108935,1080,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2021-01-21,0.0
108940,1080,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-02-25,0.3115623639314412
108941,1080,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-03-04,0.3115623639314412
108943,1080,Hotel Au,Recife (Pe),2,312.83,625.66,2021-03-18,0.9992479119661163
108944,1080,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-03-25,0.9992479119661163
108951,1080,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-05-13,0.5844515694889759
108955,1080,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-06-10,0.7223607647547797
108957,1080,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-06-24,0.7223607647547797
108963,1080,Hotel Z,Aracaju (Se),4,208.04,832.16,2021-08-05,0.5844515694889759
108966,1080,Hotel Au,Recife (Pe),1,312.83,312.83,2021-08-26,0.9992479119661163
108968,1080,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-09-09,0.0
108972,1080,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-10-07,0.5844515694889759
108973,1080,Hotel K,Salvador (Bh),1,263.41,263.41,2021-10-14,0.8036258559949333
108977,1080,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2021-11-11,0.3115623639314412
108979,1080,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-11-25,0.7223607647547797
108983,1080,Hotel Bp,Brasilia (Df),4,247.62,990.48,2021-12-23,0.7411233820211377
108987,1080,Hotel K,Salvador (Bh),3,263.41,790.23,2022-01-20,0.8036258559949333
108990,1080,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-02-10,0.7411233820211377
108994,1080,Hotel Z,Aracaju (Se),1,208.04,208.04,2022-03-10,0.5844515694889759
108996,1080,Hotel Z,Aracaju (Se),3,208.04,624.12,2022-03-24,0.5844515694889759
108999,1080,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-04-14,0.7411233820211377
109001,1080,Hotel Bp,Brasilia (Df),4,247.62,990.48,2022-04-28,0.7411233820211377
109005,1080,Hotel Au,Recife (Pe),2,312.83,625.66,2022-05-26,0.9992479119661163
109007,1080,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2022-06-09,0.3115623639314412
109008,1080,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-06-16,0.5844515694889759
109009,1080,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2022-06-23,0.3115623639314412
109011,1080,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-07-07,0.4180026125163283
109012,1080,Hotel Au,Recife (Pe),4,312.83,1251.32,2022-07-14,0.9992479119661163
109020,1080,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2022-09-08,0.4180026125163283
109022,1080,Hotel Bp,Brasilia (Df),2,247.62,495.24,2022-09-22,0.7411233820211377
109023,1080,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-09-29,0.7411233820211377
109024,1080,Hotel Z,Aracaju (Se),2,208.04,416.08,2022-10-06,0.5844515694889759
109031,1080,Hotel Bd,Natal (Rn),3,242.88,728.64,2022-11-24,0.7223607647547797
109032,1080,Hotel K,Salvador (Bh),1,263.41,263.41,2022-12-01,0.8036258559949333
109034,1080,Hotel Au,Recife (Pe),2,312.83,625.66,2022-12-15,0.9992479119661163
109035,1080,Hotel Bp,Brasilia (Df),2,247.62,495.24,2022-12-22,0.7411233820211377
109039,1080,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2023-01-19,0.3115623639314412
109041,1080,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2023-02-02,0.3115623639314412
109044,1080,Hotel Bp,Brasilia (Df),3,247.62,742.86,2023-02-23,0.7411233820211377
109045,1080,Hotel Bp,Brasilia (Df),3,247.62,742.86,2023-03-02,0.7411233820211377
109046,1080,Hotel Bd,Natal (Rn),3,242.88,728.64,2023-03-09,0.7223607647547797
109048,1081,Hotel Z,Aracaju (Se),3,208.04,624.12,2019-09-26,0.5844515694889759
109049,1081,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-10-03,0.4180026125163283
109051,1081,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-10-17,0.4180026125163283
109052,1081,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-10-24,0.4180026125163283
109053,1081,Hotel Z,Aracaju (Se),1,208.04,208.04,2019-10-31,0.5844515694889759
109055,1081,Hotel Z,Aracaju (Se),2,208.04,416.08,2019-11-14,0.5844515694889759
109060,1081,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-12-19,0.4180026125163283
109062,1081,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-01-02,0.3115623639314412
109067,1081,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-02-06,0.0
109068,1081,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-02-13,0.3115623639314412
109069,1082,Hotel Z,Aracaju (Se),4,208.04,832.16,2019-09-26,0.5844515694889759
109073,1082,Hotel K,Salvador (Bh),4,263.41,1053.64,2019-10-24,0.8036258559949333
109074,1082,Hotel Z,Aracaju (Se),4,208.04,832.16,2019-10-31,0.5844515694889759
109076,1082,Hotel Bd,Natal (Rn),3,242.88,728.64,2019-11-14,0.7223607647547797
109081,1082,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-12-19,0.4180026125163283
109088,1082,Hotel K,Salvador (Bh),3,263.41,790.23,2020-02-06,0.8036258559949333
109089,1082,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-02-13,0.7223607647547797
109090,1082,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-02-20,0.5844515694889759
109092,1082,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-03-05,0.7411233820211377
109093,1082,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-03-12,0.4180026125163283
109095,1082,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-03-26,0.3115623639314412
109098,1082,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-04-16,0.5844515694889759
109099,1082,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-04-23,0.7411233820211377
109101,1082,Hotel K,Salvador (Bh),1,263.41,263.41,2020-05-07,0.8036258559949333
109102,1082,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-05-14,0.7223607647547797
109107,1082,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-06-18,0.7223607647547797
109108,1082,Hotel Au,Recife (Pe),1,312.83,312.83,2020-06-25,0.9992479119661163
109115,1082,Hotel K,Salvador (Bh),2,263.41,526.82,2020-08-13,0.8036258559949333
109123,1082,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-10-08,0.0
109127,1082,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-11-05,0.7411233820211377
109133,1082,Hotel Au,Recife (Pe),1,312.83,312.83,2020-12-17,0.9992479119661163
109134,1082,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-12-24,0.3115623639314412
109136,1082,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-01-07,0.7223607647547797
109146,1082,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-03-18,0.7223607647547797
109150,1082,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-04-15,0.4180026125163283
109156,1082,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2021-05-27,0.3115623639314412
